,City,Card_Type,Exp_Type,Gender,Amount,Year,Month
3585,"Delhi, India",Platinum,Bills,M,171438.0,2015,April
3586,"Bengaluru, India",Signature,Grocery,F,9220.0,2015,March
3587,"Delhi, India",Gold,Entertainment,M,23555.0,2015,February
3588,"Delhi, India",Platinum,Bills,F,223185.0,2013,December
3589,"Bengaluru, India",Signature,Bills,F,135896.0,2013,November
3590,"Bengaluru, India",Platinum,Grocery,F,79371.0,2013,December
3591,"Ahmedabad, India",Platinum,Grocery,M,223594.0,2014,October
3592,"Delhi, India",Silver,Entertainment,M,227095.0,2015,January
3593,"Greater Mumbai, India",Signature,Grocery,M,25111.0,2014,November
3594,"Bengaluru, India",Platinum,Fuel,M,99098.0,2015,April
3595,"Bengaluru, India",Gold,Food,F,117094.0,2015,May
3596,"Delhi, India",Platinum,Entertainment,M,248737.0,2014,November
3597,"Bengaluru, India",Gold,Grocery,F,73309.0,2014,January
3598,"Ahmedabad, India",Silver,Grocery,F,275924.0,2014,October
3599,"Greater Mumbai, India",Gold,Food,M,15520.0,2013,December
3600,"Delhi, India",Silver,Food,F,79959.0,2013,November
3601,"Ahmedabad, India",Signature,Bills,F,168558.0,2015,May
3602,"Delhi, India",Platinum,Fuel,F,205382.0,2014,November
3603,"Bengaluru, India",Platinum,Fuel,M,30657.0,2014,March
3604,"Delhi, India",Gold,Food,M,66800.0,2013,October
3605,"Ahmedabad, India",Gold,Entertainment,F,135954.0,2015,April
3606,"Greater Mumbai, India",Signature,Bills,M,228863.0,2013,November
3607,"Bengaluru, India",Platinum,Bills,M,81694.0,2015,January
3608,"Bengaluru, India",Silver,Grocery,F,140080.0,2015,May
3609,"Ahmedabad, India",Signature,Entertainment,F,28113.0,2014,April
3610,"Greater Mumbai, India",Gold,Entertainment,M,237076.0,2014,November
3611,"Greater Mumbai, India",Signature,Bills,M,5115.0,2015,April
3612,"Ahmedabad, India",Platinum,Grocery,M,130527.0,2014,July
3613,"Ahmedabad, India",Signature,Fuel,M,111128.0,2014,August
3614,"Greater Mumbai, India",Gold,Fuel,M,37266.0,2014,April
3615,"Greater Mumbai, India",Platinum,Grocery,M,178708.0,2013,December
3616,"Delhi, India",Silver,Fuel,M,225259.0,2014,July
3617,"Ahmedabad, India",Signature,Grocery,M,229366.0,2013,October
3618,"Ahmedabad, India",Platinum,Bills,M,148634.0,2014,February
3619,"Delhi, India",Gold,Entertainment,M,275961.0,2014,January
3620,"Greater Mumbai, India",Signature,Entertainment,F,43658.0,2014,February
3621,"Bengaluru, India",Silver,Food,M,15975.0,2014,October
3622,"Bengaluru, India",Gold,Bills,F,216369.0,2014,November
3623,"Bengaluru, India",Gold,Entertainment,M,63074.0,2014,August
3624,"Delhi, India",Platinum,Food,F,221333.0,2014,December
3625,"Greater Mumbai, India",Gold,Entertainment,F,187437.0,2014,December
3626,"Ahmedabad, India",Platinum,Grocery,F,70947.0,2013,December
3627,"Ahmedabad, India",Signature,Bills,F,264497.0,2013,November
3628,"Greater Mumbai, India",Gold,Fuel,M,220205.0,2013,November
3629,"Ahmedabad, India",Platinum,Food,F,39747.0,2014,December
3630,"Bengaluru, India",Platinum,Fuel,M,32735.0,2014,December
3631,"Bengaluru, India",Silver,Entertainment,F,104628.0,2014,August
3632,"Bengaluru, India",Silver,Bills,M,259113.0,2015,March
3633,"Bengaluru, India",Silver,Bills,M,147985.0,2013,November
3634,"Greater Mumbai, India",Silver,Bills,M,255483.0,2014,March
3635,"Greater Mumbai, India",Gold,Food,M,36465.0,2013,December
3636,"Delhi, India",Gold,Food,M,215978.0,2014,September
3637,"Delhi, India",Silver,Fuel,F,240390.0,2015,January
3638,"Delhi, India",Signature,Bills,M,299516.0,2013,December
3639,"Delhi, India",Platinum,Grocery,F,262160.0,2014,January
3640,"Ahmedabad, India",Signature,Bills,F,199798.0,2015,April
3641,"Ahmedabad, India",Platinum,Food,M,161894.0,2014,March
3642,"Delhi, India",Signature,Grocery,M,264582.0,2014,December
3643,"Delhi, India",Platinum,Grocery,M,9972.0,2014,May
3644,"Delhi, India",Silver,Bills,F,271602.0,2014,June
3645,"Ahmedabad, India",Silver,Grocery,F,8720.0,2015,February
3646,"Bengaluru, India",Platinum,Bills,F,194479.0,2014,July
3647,"Greater Mumbai, India",Signature,Fuel,F,229703.0,2014,May
3648,"Delhi, India",Signature,Fuel,M,207416.0,2014,March
3649,"Bengaluru, India",Gold,Bills,F,27002.0,2013,December
3650,"Ahmedabad, India",Silver,Fuel,F,296473.0,2014,May
3651,"Delhi, India",Signature,Grocery,M,151594.0,2015,April
3652,"Delhi, India",Platinum,Bills,F,32144.0,2014,October
3653,"Bengaluru, India",Gold,Bills,F,242825.0,2013,December
3654,"Delhi, India",Signature,Fuel,M,84237.0,2013,November
3655,"Greater Mumbai, India",Platinum,Entertainment,F,187076.0,2014,September
3656,"Bengaluru, India",Signature,Bills,M,266752.0,2014,December
3657,"Ahmedabad, India",Silver,Bills,F,288185.0,2014,March
3658,"Greater Mumbai, India",Silver,Bills,F,164506.0,2014,January
3659,"Greater Mumbai, India",Gold,Food,M,5895.0,2014,November
3660,"Greater Mumbai, India",Signature,Food,F,165435.0,2014,May
3661,"Ahmedabad, India",Gold,Fuel,M,83194.0,2014,March
3662,"Ahmedabad, India",Silver,Bills,M,241036.0,2015,March
3663,"Greater Mumbai, India",Silver,Grocery,F,188587.0,2013,December
3664,"Greater Mumbai, India",Gold,Fuel,F,100088.0,2014,January
3665,"Bengaluru, India",Gold,Bills,F,96930.0,2014,January
3666,"Delhi, India",Signature,Entertainment,F,260257.0,2015,January
3667,"Delhi, India",Silver,Grocery,M,245812.0,2015,January
3668,"Bengaluru, India",Signature,Bills,F,30200.0,2014,September
3669,"Bengaluru, India",Silver,Grocery,M,239319.0,2015,March
3670,"Bengaluru, India",Platinum,Food,F,244322.0,2014,October
3671,"Delhi, India",Gold,Grocery,M,83802.0,2014,October
3672,"Greater Mumbai, India",Silver,Entertainment,M,265602.0,2015,April
3673,"Ahmedabad, India",Signature,Food,M,34132.0,2014,August
3674,"Bengaluru, India",Gold,Grocery,F,50807.0,2014,October
3675,"Bengaluru, India",Platinum,Grocery,F,161937.0,2014,June
3676,"Bengaluru, India",Silver,Food,F,34626.0,2014,November
3677,"Ahmedabad, India",Gold,Bills,M,35078.0,2013,October
3678,"Greater Mumbai, India",Silver,Fuel,M,157381.0,2014,September
3679,"Greater Mumbai, India",Signature,Fuel,F,222469.0,2015,May
3680,"Greater Mumbai, India",Silver,Food,F,215921.0,2014,January
3681,"Delhi, India",Platinum,Entertainment,M,257732.0,2015,January
3682,"Delhi, India",Platinum,Bills,M,197582.0,2014,July
3683,"Bengaluru, India",Signature,Fuel,M,125985.0,2015,March
3684,"Bengaluru, India",Platinum,Fuel,M,283274.0,2015,January
3685,"Bengaluru, India",Signature,Entertainment,F,25524.0,2014,January
3686,"Greater Mumbai, India",Platinum,Food,F,141963.0,2014,September
3687,"Greater Mumbai, India",Gold,Fuel,F,226297.0,2014,August
3688,"Bengaluru, India",Platinum,Fuel,F,165694.0,2014,January
3689,"Greater Mumbai, India",Platinum,Food,F,1966.0,2014,June
3690,"Ahmedabad, India",Signature,Bills,M,228080.0,2014,September
3691,"Greater Mumbai, India",Gold,Food,M,107490.0,2013,November
3692,"Greater Mumbai, India",Signature,Entertainment,M,154713.0,2014,November
3693,"Ahmedabad, India",Platinum,Fuel,F,144488.0,2014,March
3694,"Bengaluru, India",Silver,Fuel,M,84568.0,2013,November
3695,"Delhi, India",Silver,Fuel,F,255257.0,2014,April
3696,"Greater Mumbai, India",Signature,Bills,M,220351.0,2014,October
3697,"Greater Mumbai, India",Platinum,Grocery,M,214808.0,2014,December
3698,"Bengaluru, India",Platinum,Fuel,M,175504.0,2014,January
3699,"Greater Mumbai, India",Signature,Food,F,149784.0,2014,July
3700,"Delhi, India",Signature,Grocery,M,195264.0,2015,March
3701,"Greater Mumbai, India",Gold,Bills,F,183737.0,2014,March
3702,"Delhi, India",Platinum,Food,M,22272.0,2014,March
3703,"Ahmedabad, India",Signature,Food,F,9221.0,2015,January
3704,"Greater Mumbai, India",Signature,Bills,M,137812.0,2014,September
3705,"Ahmedabad, India",Signature,Food,F,233193.0,2015,May
3706,"Ahmedabad, India",Platinum,Food,F,234574.0,2013,November
3707,"Ahmedabad, India",Silver,Fuel,M,112593.0,2014,March
3708,"Delhi, India",Silver,Food,F,182034.0,2015,April
3709,"Bengaluru, India",Platinum,Bills,F,133907.0,2015,February
3710,"Delhi, India",Platinum,Bills,M,68778.0,2014,December
3711,"Greater Mumbai, India",Platinum,Bills,M,24771.0,2013,December
3712,"Ahmedabad, India",Silver,Fuel,M,119325.0,2015,May
3713,"Ahmedabad, India",Signature,Grocery,M,100134.0,2014,June
3714,"Greater Mumbai, India",Silver,Entertainment,M,59616.0,2014,October
3715,"Ahmedabad, India",Silver,Entertainment,M,179223.0,2014,October
3716,"Delhi, India",Platinum,Grocery,M,148288.0,2014,October
3717,"Ahmedabad, India",Signature,Fuel,F,125677.0,2013,November
3718,"Bengaluru, India",Platinum,Grocery,F,203670.0,2014,August
3719,"Delhi, India",Platinum,Entertainment,M,120646.0,2014,April
3720,"Greater Mumbai, India",Signature,Entertainment,F,124932.0,2015,February
3721,"Greater Mumbai, India",Platinum,Grocery,F,239114.0,2014,June
3722,"Bengaluru, India",Gold,Bills,F,40911.0,2014,August
3723,"Bengaluru, India",Platinum,Entertainment,F,230605.0,2014,September
3724,"Delhi, India",Signature,Fuel,F,225731.0,2013,December
3725,"Greater Mumbai, India",Gold,Fuel,M,255499.0,2014,May
3726,"Bengaluru, India",Platinum,Food,M,203817.0,2014,September
3727,"Delhi, India",Signature,Bills,F,25281.0,2013,October
3728,"Greater Mumbai, India",Platinum,Food,M,208068.0,2013,December
3729,"Ahmedabad, India",Platinum,Fuel,M,128753.0,2015,March
3730,"Greater Mumbai, India",Signature,Fuel,F,131605.0,2014,October
3731,"Ahmedabad, India",Gold,Bills,M,151958.0,2014,October
3732,"Delhi, India",Gold,Fuel,F,62399.0,2014,October
3733,"Delhi, India",Gold,Fuel,F,275065.0,2014,July
3734,"Greater Mumbai, India",Silver,Entertainment,F,91442.0,2014,November
3735,"Greater Mumbai, India",Signature,Grocery,M,225093.0,2014,February
3736,"Greater Mumbai, India",Signature,Grocery,M,166982.0,2014,October
3737,"Ahmedabad, India",Platinum,Fuel,F,30298.0,2014,January
3738,"Ahmedabad, India",Silver,Fuel,M,208002.0,2014,November
3739,"Delhi, India",Silver,Entertainment,F,172521.0,2015,March
3740,"Delhi, India",Silver,Food,F,283839.0,2014,April
3741,"Greater Mumbai, India",Gold,Bills,M,19803.0,2014,December
3742,"Ahmedabad, India",Platinum,Grocery,F,160168.0,2013,December
3743,"Bengaluru, India",Signature,Entertainment,M,274671.0,2014,March
3744,"Bengaluru, India",Silver,Fuel,M,38799.0,2015,January
3745,"Ahmedabad, India",Gold,Food,M,45898.0,2014,March
3746,"Greater Mumbai, India",Gold,Food,M,226160.0,2015,January
3747,"Greater Mumbai, India",Gold,Fuel,M,186661.0,2015,February
3748,"Greater Mumbai, India",Silver,Grocery,F,253728.0,2015,February
3749,"Delhi, India",Silver,Entertainment,F,39663.0,2014,October
3750,"Delhi, India",Signature,Bills,M,239053.0,2014,April
3751,"Delhi, India",Silver,Fuel,F,232025.0,2015,May
3752,"Delhi, India",Silver,Food,M,73097.0,2015,January
3753,"Delhi, India",Platinum,Entertainment,F,63773.0,2015,March
3754,"Bengaluru, India",Gold,Fuel,M,37639.0,2014,March
3755,"Delhi, India",Gold,Bills,F,110961.0,2014,July
3756,"Ahmedabad, India",Signature,Food,F,96108.0,2014,November
3757,"Bengaluru, India",Signature,Bills,M,66802.0,2014,August
3758,"Delhi, India",Signature,Grocery,M,286448.0,2014,January
3759,"Greater Mumbai, India",Signature,Bills,M,43856.0,2013,November
3760,"Greater Mumbai, India",Gold,Food,M,165381.0,2014,July
3761,"Delhi, India",Silver,Entertainment,F,120529.0,2014,December
3762,"Bengaluru, India",Gold,Food,F,165549.0,2014,February
3763,"Ahmedabad, India",Gold,Entertainment,M,84219.0,2013,October
3764,"Ahmedabad, India",Silver,Bills,F,103460.0,2014,October
3765,"Ahmedabad, India",Silver,Food,F,72730.0,2014,November
3766,"Delhi, India",Platinum,Grocery,F,93003.0,2014,March
3767,"Bengaluru, India",Gold,Bills,F,23154.0,2014,August
3768,"Ahmedabad, India",Silver,Grocery,F,142809.0,2015,May
3769,"Delhi, India",Signature,Entertainment,M,19082.0,2014,May
3770,"Delhi, India",Gold,Fuel,M,16252.0,2014,March
3771,"Bengaluru, India",Silver,Food,M,120587.0,2014,April
3772,"Ahmedabad, India",Signature,Bills,F,95881.0,2014,November
3773,"Ahmedabad, India",Gold,Food,F,21963.0,2015,January
3774,"Ahmedabad, India",Platinum,Bills,M,205480.0,2014,March
3775,"Bengaluru, India",Gold,Entertainment,F,21229.0,2014,September
3776,"Greater Mumbai, India",Signature,Grocery,M,274555.0,2015,April
3777,"Greater Mumbai, India",Signature,Entertainment,M,49357.0,2015,January
3778,"Ahmedabad, India",Silver,Grocery,F,248024.0,2014,February
3779,"Delhi, India",Platinum,Grocery,M,151811.0,2014,November
3780,"Greater Mumbai, India",Signature,Bills,M,45077.0,2013,December
3781,"Delhi, India",Silver,Food,F,42491.0,2014,August
3782,"Ahmedabad, India",Silver,Fuel,M,285009.0,2014,December
3783,"Delhi, India",Signature,Fuel,F,18267.0,2014,March
3784,"Greater Mumbai, India",Gold,Entertainment,F,180887.0,2014,November
3785,"Delhi, India",Signature,Fuel,M,154424.0,2014,February
3786,"Delhi, India",Silver,Bills,F,19723.0,2014,March
3787,"Bengaluru, India",Platinum,Grocery,M,299353.0,2014,September
3788,"Greater Mumbai, India",Platinum,Bills,M,113388.0,2014,September
3789,"Delhi, India",Silver,Bills,F,26143.0,2015,March
3790,"Delhi, India",Silver,Bills,F,204049.0,2013,October
3791,"Delhi, India",Platinum,Fuel,F,189997.0,2014,October
3792,"Bengaluru, India",Platinum,Food,M,250037.0,2014,February
3793,"Greater Mumbai, India",Silver,Bills,M,30164.0,2014,November
3794,"Delhi, India",Gold,Bills,M,191041.0,2015,April
3795,"Greater Mumbai, India",Silver,Food,M,9931.0,2015,January
3796,"Ahmedabad, India",Signature,Food,F,252301.0,2014,January
3797,"Delhi, India",Gold,Bills,F,96292.0,2014,February
3798,"Ahmedabad, India",Gold,Grocery,F,213280.0,2014,September
3799,"Bengaluru, India",Gold,Food,M,233265.0,2014,February
3800,"Delhi, India",Silver,Bills,M,193638.0,2014,May
3801,"Delhi, India",Platinum,Bills,F,251574.0,2014,January
3802,"Ahmedabad, India",Platinum,Fuel,M,214703.0,2014,December
3803,"Delhi, India",Signature,Entertainment,M,8641.0,2013,November
3804,"Delhi, India",Gold,Bills,F,277611.0,2013,December
3805,"Bengaluru, India",Signature,Entertainment,M,12734.0,2015,April
3806,"Bengaluru, India",Gold,Bills,F,21579.0,2015,May
3807,"Ahmedabad, India",Silver,Fuel,F,16208.0,2014,February
3808,"Ahmedabad, India",Gold,Food,M,80443.0,2014,April
3809,"Bengaluru, India",Platinum,Fuel,F,296406.0,2015,March
3810,"Greater Mumbai, India",Platinum,Fuel,M,83674.0,2013,November
3811,"Ahmedabad, India",Platinum,Bills,F,145531.0,2014,May
3812,"Delhi, India",Silver,Entertainment,M,193593.0,2014,July
3813,"Ahmedabad, India",Signature,Food,M,232555.0,2014,September
3814,"Ahmedabad, India",Platinum,Fuel,F,82572.0,2014,October
3815,"Delhi, India",Gold,Fuel,F,88505.0,2015,February
3816,"Ahmedabad, India",Signature,Entertainment,M,101434.0,2014,August
3817,"Delhi, India",Gold,Fuel,M,11318.0,2014,May
3818,"Ahmedabad, India",Signature,Food,M,35507.0,2014,June
3819,"Delhi, India",Gold,Bills,F,11945.0,2015,March
3820,"Delhi, India",Signature,Bills,M,188562.0,2014,October
3821,"Greater Mumbai, India",Platinum,Grocery,F,149560.0,2013,October
3822,"Ahmedabad, India",Silver,Bills,M,178276.0,2014,July
3823,"Delhi, India",Signature,Entertainment,M,24436.0,2014,August
3824,"Ahmedabad, India",Platinum,Grocery,F,167904.0,2014,December
3825,"Delhi, India",Gold,Grocery,F,173556.0,2013,November
3826,"Greater Mumbai, India",Platinum,Bills,F,229546.0,2014,August
3827,"Delhi, India",Gold,Food,F,279576.0,2014,August
3828,"Delhi, India",Platinum,Grocery,F,96395.0,2014,June
3829,"Delhi, India",Gold,Entertainment,F,57028.0,2014,May
3830,"Bengaluru, India",Signature,Grocery,F,156031.0,2014,January
3831,"Ahmedabad, India",Silver,Food,F,33363.0,2014,May
3832,"Bengaluru, India",Platinum,Fuel,F,179027.0,2014,January
3833,"Ahmedabad, India",Signature,Entertainment,M,40220.0,2015,March
3834,"Greater Mumbai, India",Signature,Grocery,F,44422.0,2014,March
3835,"Bengaluru, India",Platinum,Food,F,256189.0,2015,February
3836,"Bengaluru, India",Signature,Bills,M,274863.0,2015,March
3837,"Bengaluru, India",Signature,Grocery,F,82526.0,2014,August
3838,"Bengaluru, India",Silver,Fuel,M,125475.0,2014,November
3839,"Ahmedabad, India",Gold,Entertainment,M,250428.0,2014,April
3840,"Bengaluru, India",Platinum,Fuel,F,52304.0,2014,September
3841,"Greater Mumbai, India",Gold,Food,F,222759.0,2014,October
3842,"Ahmedabad, India",Signature,Bills,M,133224.0,2014,November
3843,"Bengaluru, India",Gold,Bills,M,44031.0,2014,January
3844,"Greater Mumbai, India",Platinum,Entertainment,M,236139.0,2015,February
3845,"Bengaluru, India",Silver,Grocery,F,53816.0,2015,March
3846,"Delhi, India",Silver,Food,F,142263.0,2014,February
3847,"Bengaluru, India",Silver,Food,F,253881.0,2014,November
3848,"Bengaluru, India",Gold,Food,M,270737.0,2014,May
3849,"Greater Mumbai, India",Signature,Bills,M,103641.0,2015,February
3850,"Ahmedabad, India",Signature,Fuel,M,272255.0,2014,July
3851,"Ahmedabad, India",Silver,Food,M,197183.0,2014,September
3852,"Greater Mumbai, India",Signature,Bills,F,91147.0,2014,October
3853,"Greater Mumbai, India",Signature,Grocery,M,77964.0,2014,October
3854,"Greater Mumbai, India",Silver,Entertainment,F,30149.0,2014,January
3855,"Delhi, India",Signature,Bills,F,39804.0,2014,June
3856,"Bengaluru, India",Signature,Grocery,F,70762.0,2013,October
3857,"Bengaluru, India",Platinum,Bills,M,205291.0,2015,March
3858,"Greater Mumbai, India",Silver,Bills,M,87996.0,2014,October
3859,"Greater Mumbai, India",Signature,Grocery,F,141643.0,2015,January
3860,"Ahmedabad, India",Silver,Grocery,F,96350.0,2013,December
3861,"Bengaluru, India",Signature,Bills,F,59595.0,2014,July
3862,"Greater Mumbai, India",Signature,Food,F,270193.0,2014,December
3863,"Delhi, India",Signature,Entertainment,M,46115.0,2014,December
3864,"Greater Mumbai, India",Gold,Bills,M,72408.0,2014,August
3865,"Ahmedabad, India",Gold,Food,M,22917.0,2015,April
3866,"Bengaluru, India",Signature,Bills,F,180735.0,2014,December
3867,"Bengaluru, India",Platinum,Food,F,92433.0,2013,December
3868,"Ahmedabad, India",Platinum,Food,M,193902.0,2015,February
3869,"Bengaluru, India",Signature,Entertainment,F,128943.0,2015,January
3870,"Delhi, India",Platinum,Grocery,F,223347.0,2015,January
3871,"Ahmedabad, India",Silver,Food,M,120647.0,2014,February
3872,"Delhi, India",Gold,Grocery,M,219971.0,2014,March
3873,"Bengaluru, India",Silver,Food,F,222168.0,2015,May
3874,"Greater Mumbai, India",Gold,Food,M,161223.0,2014,April
3875,"Bengaluru, India",Gold,Fuel,F,259131.0,2015,March
3876,"Greater Mumbai, India",Platinum,Entertainment,F,108870.0,2014,August
3877,"Ahmedabad, India",Signature,Entertainment,M,163971.0,2014,September
3878,"Greater Mumbai, India",Gold,Grocery,M,69490.0,2014,August
3879,"Ahmedabad, India",Platinum,Bills,M,21726.0,2014,October
3880,"Ahmedabad, India",Platinum,Bills,M,238959.0,2013,October
3881,"Delhi, India",Silver,Entertainment,F,24796.0,2014,June
3882,"Delhi, India",Silver,Grocery,F,125995.0,2014,November
3883,"Ahmedabad, India",Signature,Grocery,M,222708.0,2014,January
3884,"Bengaluru, India",Platinum,Fuel,F,258206.0,2014,October
3885,"Greater Mumbai, India",Gold,Entertainment,M,31617.0,2014,July
3886,"Ahmedabad, India",Gold,Bills,F,75224.0,2014,September
3887,"Greater Mumbai, India",Signature,Grocery,M,293306.0,2014,October
3888,"Bengaluru, India",Gold,Entertainment,F,128345.0,2014,June
3889,"Bengaluru, India",Signature,Bills,F,121847.0,2014,November
3890,"Ahmedabad, India",Silver,Bills,M,46509.0,2014,November
3891,"Bengaluru, India",Gold,Fuel,M,108341.0,2015,January
3892,"Bengaluru, India",Silver,Grocery,F,188556.0,2014,August
3893,"Bengaluru, India",Silver,Fuel,F,62248.0,2015,March
3894,"Bengaluru, India",Gold,Entertainment,M,221366.0,2014,March
3895,"Delhi, India",Gold,Food,F,8707.0,2015,January
3896,"Greater Mumbai, India",Platinum,Food,M,100596.0,2015,February
